#NAME	SRR18776267	SRR18776268	SRR18776259	SRR18776269	SRR18776266	SRR18776265	SRR18776260	SRR18776270	SRR18776262	SRR18776271	SRR18776264	SRR18776261	SRR18776419	SRR18776420	SRR18776421	SRR14411053	SRR14411055	SRR14411054	SRR14411057	SRR14411056	SRR18776307	SRR18776308	SRR18776309	SRR7958220	SRR18774291	SRR18774282	SRR18774284	SRR18774285	SRR18774281	SRR18774286	SRR18774280	SRR18774288	SRR18774289	SRR18774287	SRR18774279	SRR18774290	SRR18776275	SRR18776254	SRR18776258	SRR18776255	SRR18776252	SRR18776253	SRR18776257	SRR18776273	SRR18776272	SRR18776256	SRR18776274	SRR18776263	SRR18776422	SRR18776423	SRR18776424	SRR14411052	SRR14411051	SRR14411048	SRR14411049	SRR14411050	SRR18776312	SRR18776310	SRR18776311	SRR7958217	SRR7958223	SRR18774277	SRR18774276	SRR18774294	SRR18774293	SRR18774292	SRR18774274	SRR18774295	SRR18774275	SRR18774272	SRR18774273	SRR18774283	SRR18774278
MJ034-1-barcode32-umi11959bins-ubs-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0
MG843843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
G001556185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	4	3	4	5	2	0	108	0	2	0	0	0	0	0	30	0	0	0	0	0	0	0	0	17	74	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	3	2	2	112
MJ033-1-barcode32-umi41292bins-ubs-3	122	24	23	10	157	22	20	19	51	31	88	57	10	157	22	79	150	169	90	151	0	0	0	0	0	6	4	4	0	27	8	7	13	0	0	0	68	10	174	214	8	335	82	346	31	229	213	707	168	82	707	140	42	12	138	53	0	0	0	0	0	3	3	40	3	2	3	62	6	7	14	0	0
RS-GCF-014842975.1-NZ-JACYXK010000022.1	10	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode59-umi45307bins-ubs-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	26	6	0	31	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi35257bins-ubs-21	3	29	3	0	13	1	9	0	0	9	5	12	0	13	1	0	0	0	0	0	0	0	0	0	1	19	0	0	0	2	0	0	0	0	0	3	12	11	12	11	4	3	10	0	0	14	61	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	5	13	2	0	0
MJ033-1-barcode40-umi37782bins-ubs-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34	0	0	0	1	0	0	13	6	34	135	0	5	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	31	0	0	4	4	0	80	7	38
MJ033-1-barcode38-umi10154bins-ubs-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ010-1-barcode26-umi103948bins-ubs-6	6	3	7	10	0	1	4	7	0	0	3	10	10	0	1	0	0	0	0	0	8	2	13	0	8	9	22	6	15	0	4	13	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	19	0	0	0	0	2	0
CP001700	11	0	53	0	0	0	24	0	0	4	0	0	0	0	0	11	22	40	33	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	1	118	0	18	8	10	8	10	7	4	0	25	0	8	25	0	7	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	3	6	0	0	0
RS-GCF-011302915.1-NZ-CP049872.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ020-2-barcode52-umi2632bins-ubs-197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ033-1-barcode39-umi14265bins-ubs-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
HG738132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ033-1-barcode32-umi10292bins-ubs-28	5	27	18	15	9	10	21	3	7	4	10	7	6	9	10	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	7	0	11	0	2	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	5	1	6	0	0	0	0	0	0
MJ009-2-barcode67-umi14497bins-ubs-34	0	4	0	4	0	5	0	0	0	13	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ034-1-barcode31-umi28316bins-ubs-3	0	0	3	7	0	3	2	6	6	1	0	0	7	0	3	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	12	0	0	0	0	84	9	0	0	0	0	0	0	0	0	0	0	0	0
AB682226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
MJ033-1-barcode36-umi20590bins-ubs-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi59118bins-ubs-10	4	0	6	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
X76445	0	5	2	0	16	0	0	2	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ032-2-barcode60-umi90728bins-ubs-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
MJ033-1-barcode32-umi9003bins-ubs-34	4	15	11	9	0	11	15	3	6	14	21	2	9	0	9	0	0	0	0	0	15	0	4	0	23	0	8	0	9	26	6	4	0	2	2	4	22	2	7	5	5	20	686	13	9	68	0	3	0	686	3	0	0	0	0	0	0	0	0	0	0	0	12	1	5	3	6	0	5	0	3	3	0
MJ010-1-barcode29-umi180148bins-ubs-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ010-1-barcode26-umi106781bins-ubs-5	82	130	96	75	73	102	106	121	157	116	137	70	75	65	93	4	145	4	3	20	27	101	36	280	27	26	56	34	19	8	24	36	14	10	101	6	116	49	12	38	1	114	20	98	10	25	17	9	7	18	6	15	4	15	12	44	7	10	14	837	217	6	14	0	10	26	30	3	2	37	26	7	0
MJ033-1-barcode36-umi3387bins-ubs-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AB548216	0	7	0	0	0	2	2	2	0	0	0	3	0	0	0	0	0	0	0	0	15	0	4	231	15	2	3	0	42	0	0	4	3	0	0	0	0	0	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	519	197	0	23	0	0	2	73	7	6	0	0	0	0
AF273080	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ073393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	2	0	0	0	7	2	4	0	0
MJ033-1-barcode32-umi713bins-ubs-322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN873308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-1-barcode42-umi14741bins-ubs-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0
MJ030-2-barcode59-umi4852bins-ubs-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ034-2-barcode50-umi1811bins-ubs-238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G001426945	0	0	0	0	0	2	3	7	0	0	0	0	0	0	0	3	11	33	11	10	0	0	0	0	6	7	0	4	0	3	0	0	2	0	0	0	0	0	7	7	3	2	0	47	2	0	0	3	0	0	0	17	6	21	6	36	0	0	42	10	7	0	42	3	3	0	60	0	0	0	12	0	0
MJ034-2-barcode50-umi3623bins-ubs-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	0	0	0	0	0	0	0	0	0	0	0	0
MJ033-1-barcode32-umi20122bins-ubs-13	3	24	2	3	17	0	9	17	0	40	2	0	3	17	0	0	0	0	0	0	5	13	0	0	5	3	15	0	0	2	14	0	5	0	13	0	13	4	0	0	0	0	21	2	0	28	0	4	0	21	4	0	0	0	0	0	0	4	20	0	0	0	20	0	0	4	2	0	0	36	11	0	0
MJ030-2-barcode65-umi107205bins-ubs-3	0	0	12	1	16	6	5	0	15	6	0	0	1	6	6	0	0	0	0	0	0	0	0	0	2	2	2	6	0	8	0	3	0	0	3	2	5	17	15	0	0	0	0	5	2	16	0	15	11	0	15	0	0	0	0	0	5	5	15	0	0	0	15	10	7	5	2	2	2	1	12	6	3
RS-GCF-004341975.1-NZ-SLYK01000022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
EU399698	16	102	50	46	41	29	306	71	7	314	91	16	46	41	29	0	0	0	0	0	57	59	33	0	57	68	85	0	4	31	32	33	17	6	59	12	58	32	22	14	18	186	40	292	3	170	14	43	22	40	43	0	0	0	0	0	13	0	28	259	65	22	28	2	23	0	72	2	9	34	31	13	3
MJ030-2-barcode65-umi44588bins-ubs-18	46	10	3	0	28	2	8	2	0	7	19	22	0	28	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	1	0	0	0	17	5	0	16	0	0	0	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	4	0	0	0
MH063434	17	39	18	57	11	12	17	35	11	13	40	11	57	11	12	1422	435	2042	578	804	47	2	15	0	47	11	8	0	0	50	24	15	28	0	2	21	10	156	37	115	55	72	292	35	49	121	21	106	37	292	106	2966	515	98	723	231	2	3	55	0	0	2	55	6	14	3	0	15	42	19	32	2	5
EF394922	2	2	5	1	22	8	6	3	2	19	38	6	1	22	8	6	172	1	9	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	9	5	1	13	0	6	3	2	0	0	0	0	0	24	13	3	17	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode74-umi356bins-ubs-212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	45	40	15	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	14	0	6	0	0	0	0	0	44	21	12	27	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ010-1-barcode26-umi48203bins-ubs-14	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	77	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	70	0	0	0	0	0	0	0	0	0	0	0	0
MJ034-1-barcode34-umi1034bins-ubs-364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	39	0	2
MJ030-2-barcode65-umi95730bins-ubs-4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G000828075	7	60	19	10	38	21	42	44	78	36	46	29	5	38	18	101	107	210	54	192	24	70	15	33	24	80	33	18	9	35	47	15	37	4	70	31	34	0	7	12	28	31	10	7	27	168	15	21	7	5	18	158	110	54	11	95	1	18	25	79	159	9	25	0	53	26	0	19	77	58	6	1	1
CP001472	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	10	148	0	0	0	2	0	4	0	0	0
MJ034-2-barcode50-umi4139bins-ubs-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	5	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi52623bins-ubs-13	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ034-1-barcode32-umi8205bins-ubs-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0
MJ034-1-barcode48-umi22650bins-ubs-7	36	51	46	43	49	27	21	27	31	15	61	29	36	47	17	0	26	0	18	6	9	2	0	0	9	14	8	3	5	20	5	0	14	2	8	20	106	22	17	79	21	29	22	27	34	9	14	71	14	22	71	0	0	0	0	0	0	6	6	0	0	4	6	0	42	10	10	0	0	25	9	0	0
MJ030-2-barcode58-umi16007bins-ubs-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
G000576575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ033-1-barcode32-umi11014bins-ubs-27	0	0	0	0	27	0	0	0	18	0	0	1	0	27	0	0	33	0	27	26	0	11	0	0	0	0	0	11	0	1	0	0	0	0	12	9	0	13	0	0	76	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi14921bins-ubs-36	13	7	1	3	0	9	38	50	22	13	29	5	3	0	8	5	12	0	105	9	14	2	0	0	14	2	5	0	0	1	7	0	11	0	2	15	6	17	42	24	3	36	3	17	3	103	25	12	42	3	12	0	0	0	38	0	0	0	0	0	0	3	5	0	5	0	0	2	0	23	4	0	0
MJ030-2-barcode58-umi10263bins-ubs-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi39439bins-ubs-17	68	179	53	93	30	186	27	116	131	43	145	35	93	30	186	0	0	0	0	0	0	50	8	0	0	23	14	0	12	17	1	8	68	10	50	0	55	42	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	2	0	0	16	17	0	0	1	14	0	1	0
MJ030-2-barcode65-umi51222bins-ubs-13	31	43	15	6	160	32	79	15	14	60	109	101	6	160	32	0	15	7	4	43	0	6	6	0	0	3	13	7	2	15	2	6	4	1	6	5	37	14	4	16	1	26	2	15	15	0	67	0	0	0	0	19	10	27	25	20	0	0	0	0	0	4	0	0	0	5	4	0	3	3	8	3	2
MJ034-1-barcode30-umi26762bins-ubs-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	87	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	13	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi100971bins-ubs-4	0	62	12	0	0	21	27	49	0	0	41	4	0	0	21	0	0	0	0	0	20	34	0	0	20	6	4	0	0	19	22	0	31	0	34	13	7	85	123	142	68	71	255	108	29	185	20	171	123	255	171	0	0	0	0	0	9	0	52	0	0	0	52	2	29	0	0	4	12	55	75	9	9
MJ030-2-barcode58-umi51927bins-ubs-12	0	0	0	3	8	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	86	2	2	3	0	2	0	0	0	16	0	0
GB-GCA-017307455.1-JAFKEH010000021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	6	19	8	3	0	0	0	0	0	4	2	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	86	6	26	8	0	0	0	0	0	0	0	8	0	0	0	2	0	9	0	0	0
MJ030-2-barcode65-umi43951bins-ubs-16	23	0	0	19	16	0	2	0	6	0	0	9	19	16	0	0	9	0	0	4	0	0	0	0	0	1	0	0	2	5	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G005889135	25	6	48	44	27	4	8	10	48	21	14	15	44	27	3	0	0	0	0	0	0	14	0	0	0	25	2	0	2	23	11	0	17	1	14	5	44	0	110	21	3	36	3	8	5	0	22	51	108	2	51	0	0	0	0	0	0	78	0	15	23	0	7	0	49	79	0	0	0	7	0	0	0
MJ006-1-barcode39-umi142106bins-ubs-3	0	0	0	0	0	2	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi8554bins-ubs-49	33	33	108	6	48	45	80	17	66	46	133	60	6	48	45	4	363	5	47	121	0	30	0	0	0	8	2	0	4	27	23	0	8	0	30	0	168	9	6	91	1	22	14	30	15	29	0	15	6	14	15	20	26	35	14	46	5	5	17	0	0	29	17	0	16	5	0	0	2	20	25	5	0
FCOX02000168	1	7	0	0	0	0	4	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi73936bins-ubs-8	47	6	5	27	21	32	0	69	143	3	1	5	27	21	32	5	0	15	30	0	0	0	0	0	0	25	1	13	3	21	11	2	0	0	13	4	5	25	75	11	6	62	6	32	0	40	248	19	75	0	19	0	12	6	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
MJ030-2-barcode65-umi111680bins-ubs-4	207	31	358	34	78	118	195	10	188	22	111	161	34	78	118	0	0	0	0	0	9	2	11	0	9	16	39	0	5	28	9	11	1	2	2	0	177	89	61	142	28	3	118	17	13	32	14	1	61	118	1	0	1	0	13	45	3	8	18	0	0	8	18	0	17	8	0	0	0	29	4	3	0
RS-GCF-014650275.1-NZ-BMUQ01000073.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	3	87	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	475	0	0	21	0	24	0	0	0	0	0	0	0	0
MJ032-2-barcode72-umi90373bins-ubs-4	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	29	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi101505bins-ubs-3	95	125	108	31	57	94	60	70	224	41	155	54	31	57	94	2	28	21	6	66	4	23	0	0	4	63	11	12	8	9	4	2	6	0	23	2	63	44	20	65	0	14	26	18	13	20	3	11	20	26	11	27	17	29	25	17	0	10	6	18	16	0	6	0	17	10	0	0	0	3	0	0	0
MJ033-1-barcode47-umi27521bins-ubs-9	4	4	0	1	7	0	0	2	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	0	0	0	0	0	0	0	0	0	0	0	0
MK696373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	74	29	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	156	0	0	0	0	0	0	0	0	0	0	0	0
MJ020-1-barcode34-umi81952bins-ubs-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	17	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	0	0	0
MJ020-1-barcode31-umi130231bins-ubs-3	0	7	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABT01019965.848.2223	1	0	0	0	11	0	5	35	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	89	10	0	0	2	0	16	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MJ030-2-barcode65-umi10481bins-ubs-46	19	132	68	77	0	57	51	114	71	15	22	35	77	0	57	6	27	12	699	20	0	86	0	0	0	25	12	0	0	17	27	0	8	2	86	0	84	138	74	214	134	41	273	32	39	7	0	51	74	273	51	10	8	5	3	33	12	0	16	0	0	12	18	3	0	1	0	0	46	171	0	12	4
